molecule,betweenness
NM_002059,25.876954660257287
NM_002391,25.876954660257287
NM_002582,25.876954660257287
NM_002862,25.876954660257287
NM_003036,25.876954660257287
NM_003075,25.876954660257287
NM_003624,25.876954660257287
NM_003893,25.876954660257287
NM_004259,25.876954660257287
NM_005155,25.876954660257287
NM_005540,25.876954660257287
NM_005678,25.876954660257287
NM_005961,25.876954660257287
NM_006271,25.876954660257287
NM_006454,25.876954660257287
NM_006610,25.876954660257287
NM_006713,25.876954660257287
NM_007199,25.876954660257287
NM_007232,25.876954660257287
NM_007320,25.876954660257287
NM_007322,25.876954660257287
NM_007326,25.876954660257287
NM_012294,25.876954660257287
NM_012477,25.876954660257287
NM_014117,25.876954660257287
NM_014236,25.876954660257287
NM_014661,25.876954660257287
NM_014846,25.876954660257287
NM_015058,25.876954660257287
NM_016050,25.876954660257287
NM_017602,25.876954660257287
NM_017623,25.876954660257287
NM_018660,25.876954660257287
NM_018969,25.876954660257287
NM_020318,25.876954660257287
NM_020410,25.876954660257287
NM_020431,25.876954660257287
NM_020814,25.876954660257287
NM_021149,25.876954660257287
NM_022557,25.876954660257287
NM_022580,25.876954660257287
NM_022764,25.876954660257287
NM_024872,25.876954660257287
NM_024958,25.876954660257287
NM_025262,25.876954660257287
NM_030926,25.876954660257287
NM_030981,25.876954660257287
NM_031289,25.876954660257287
NM_031935,25.876954660257287
NM_032123,25.876954660257287
NM_032294,25.876954660257287
NM_032569,25.876954660257287
NM_033397,25.876954660257287
NM_033449,25.876954660257287
NM_052877,25.876954660257287
NM_080680,25.876954660257287
NM_133460,25.876954660257287
NM_138282,25.876954660257287
NM_138367,25.876954660257287
NM_145049,25.876954660257287
NM_145065,25.876954660257287
NM_145255,25.876954660257287
NM_146387,25.876954660257287
NM_152830,25.876954660257287
NM_153342,25.876954660257287
NM_153360,25.876954660257287
NM_153823,25.876954660257287
NM_170738,25.876954660257287
NM_170739,25.876954660257287
NM_172207,25.876954660257287
NM_173079,25.876954660257287
NM_178130,25.876954660257287
NM_178469,25.876954660257287
NM_181485,25.876954660257287
NM_181505,25.876954660257287
NM_181702,25.876954660257287
NM_181719,25.876954660257287
NM_182559,25.876954660257287
NM_182639,25.876954660257287
NM_198217,25.876954660257287
NM_199078,25.876954660257287
NM_207335,25.876954660257287
NM_207348,25.876954660257287
NM_207387,25.876954660257287
XM_005255210,25.876954660257287
XM_005256070,25.876954660257287
XM_005260266,25.876954660257287
XM_005265449,25.876954660257287
XM_005265450,25.876954660257287
XM_005268524,25.876954660257287
XM_005268783,25.876954660257287
XM_005270767,25.876954660257287
XM_006712204,25.876954660257287
XM_011521883,25.876954660257287
XM_011527171,25.876954660257287
XM_011528045,25.876954660257287
XM_011534101,25.876954660257287
XM_017001002,25.876954660257287
XM_017022868,25.876954660257287
XM_017023106,25.876954660257287
XM_017023707,25.876954660257287
XM_047434182,25.876954660257287
XM_047436727,25.876954660257287
XM_047437092,25.876954660257287
XM_047439306,25.876954660257287
XM_047448876,25.876954660257287
XM_047448877,25.876954660257287
XM_047448879,25.876954660257287
XM_047448881,25.876954660257287
NM_001010926,23.92160416832508
NM_001127257,23.92160416832508
NM_001198681,23.92160416832508
NM_001284320,23.92160416832508
NM_001284321,23.92160416832508
NM_001289400,23.92160416832508
NM_001318164,23.92160416832508
NM_001355444,23.92160416832508
NM_001530,23.92160416832508
NM_006074,23.92160416832508
NM_007136,23.92160416832508
NM_016497,23.92160416832508
NM_017526,23.92160416832508
NM_019042,23.92160416832508
NM_020342,23.92160416832508
NM_033207,23.92160416832508
NM_173665,23.92160416832508
NM_181054,23.92160416832508
NM_198216,23.92160416832508
NM_198965,23.92160416832508
NM_199420,23.92160416832508
XM_047429178,23.92160416832508
NM_000221,12.938477330128643
NM_000356,12.938477330128643
NM_000377,12.938477330128643
NM_000515,12.938477330128643
NM_000755,12.938477330128643
NM_001002913,12.938477330128643
NM_001005242,12.938477330128643
NM_001008709,12.938477330128643
NM_001011880,12.938477330128643
NM_001012334,12.938477330128643
NM_001034996,12.938477330128643
NM_001042510,12.938477330128643
NM_001077628,12.938477330128643
NM_001080495,12.938477330128643
NM_001080779,12.938477330128643
NM_001080950,12.938477330128643
NM_001098416,12.938477330128643
NM_001098796,12.938477330128643
NM_001098798,12.938477330128643
NM_001099269,12.938477330128643
NM_001103151,12.938477330128643
NM_001113495,12.938477330128643
NM_001113496,12.938477330128643
NM_001114121,12.938477330128643
NM_001122819,12.938477330128643
NM_001144875,12.938477330128643
NM_001145404,12.938477330128643
NM_001161415,12.938477330128643
NM_001164831,12.938477330128643
NM_001164832,12.938477330128643
NM_001164836,12.938477330128643
NM_001164837,12.938477330128643
NM_001171162,12.938477330128643
NM_001171163,12.938477330128643
NM_001193270,12.938477330128643
NM_001195653,12.938477330128643
NM_001195654,12.938477330128643
NM_001199723,12.938477330128643
NM_001204078,12.938477330128643
NM_001204884,12.938477330128643
NM_001204885,12.938477330128643
NM_001204886,12.938477330128643
NM_001204890,12.938477330128643
NM_001206842,12.938477330128643
NM_001206878,12.938477330128643
NM_001243772,12.938477330128643
NM_001256599,12.938477330128643
NM_001256601,12.938477330128643
NM_001257406,12.938477330128643
NM_001257407,12.938477330128643
NM_001267709,12.938477330128643
NM_001270550,12.938477330128643
NM_001270880,12.938477330128643
NM_001271907,12.938477330128643
NM_001271908,12.938477330128643
NM_001271909,12.938477330128643
NM_001272012,12.938477330128643
NM_001276311,12.938477330128643
NM_001278694,12.938477330128643
NM_001278718,12.938477330128643
NM_001282204,12.938477330128643
NM_001282290,12.938477330128643
NM_001282378,12.938477330128643
NM_001282442,12.938477330128643
NM_001284351,12.938477330128643
NM_001289413,12.938477330128643
NM_001290002,12.938477330128643
NM_001291594,12.938477330128643
NM_001291931,12.938477330128643
NM_001293696,12.938477330128643
NM_001293697,12.938477330128643
NM_001293698,12.938477330128643
NM_001297732,12.938477330128643
NM_001300844,12.938477330128643
NM_001300855,12.938477330128643
NM_001300857,12.938477330128643
NM_001301226,12.938477330128643
NM_001301227,12.938477330128643
NM_001308170,12.938477330128643
NM_001308236,12.938477330128643
NM_001317,12.938477330128643
NM_001318207,12.938477330128643
NM_001318332,12.938477330128643
NM_001320309,12.938477330128643
NM_001320350,12.938477330128643
NM_001320351,12.938477330128643
NM_001321068,12.938477330128643
NM_001329921,12.938477330128643
NM_001329922,12.938477330128643
NM_001329923,12.938477330128643
NM_001329925,12.938477330128643
NM_001329926,12.938477330128643
NM_001346547,12.938477330128643
NM_001346549,12.938477330128643
NM_001346744,12.938477330128643
NM_001348688,12.938477330128643
NM_001348689,12.938477330128643
NM_001354844,12.938477330128643
NM_001362531,12.938477330128643
NM_001363667,12.938477330128643
NM_001363740,12.938477330128643
NM_001363855,12.938477330128643
NM_001371623,12.938477330128643
NM_001385193,12.938477330128643
NM_001385204,12.938477330128643
NM_001394530,12.938477330128643
NM_001400271,12.938477330128643
NM_001586,12.938477330128643
NM_001823,12.938477330128643
NM_002346,12.938477330128643
NM_002360,12.938477330128643
NM_002640,12.938477330128643
NM_002708,12.938477330128643
NM_002975,12.938477330128643
NM_003132,12.938477330128643
NM_003289,12.938477330128643
NM_003307,12.938477330128643
NM_003331,12.938477330128643
NM_003357,12.938477330128643
NM_003876,12.938477330128643
NM_003946,12.938477330128643
NM_003973,12.938477330128643
NM_004037,12.938477330128643
NM_004572,12.938477330128643
NM_004634,12.938477330128643
NM_005031,12.938477330128643
NM_005184,12.938477330128643
NM_005343,12.938477330128643
NM_005438,12.938477330128643
NM_005439,12.938477330128643
NM_005514,12.938477330128643
NM_006118,12.938477330128643
NM_006129,12.938477330128643
NM_006389,12.938477330128643
NM_006462,12.938477330128643
NM_006488,12.938477330128643
NM_006709,12.938477330128643
NM_012405,12.938477330128643
NM_013345,12.938477330128643
NM_014272,12.938477330128643
NM_014521,12.938477330128643
NM_015233,12.938477330128643
NM_015466,12.938477330128643
NM_015481,12.938477330128643
NM_016096,12.938477330128643
NM_016366,12.938477330128643
NM_018226,12.938477330128643
NM_018404,12.938477330128643
NM_018655,12.938477330128643
NM_020526,12.938477330128643
NM_020816,12.938477330128643
NM_021198,12.938477330128643
NM_021902,12.938477330128643
NM_021939,12.938477330128643
NM_022003,12.938477330128643
NM_022336,12.938477330128643
NM_022369,12.938477330128643
NM_022556,12.938477330128643
NM_022558,12.938477330128643
NM_022559,12.938477330128643
NM_022560,12.938477330128643
NM_022579,12.938477330128643
NM_025058,12.938477330128643
NM_025075,12.938477330128643
NM_025256,12.938477330128643
NM_031218,12.938477330128643
NM_031229,12.938477330128643
NM_031966,12.938477330128643
NM_032316,12.938477330128643
NM_032527,12.938477330128643
NM_032883,12.938477330128643
NM_032933,12.938477330128643
NM_033375,12.938477330128643
NM_052846,12.938477330128643
NM_052926,12.938477330128643
NM_078629,12.938477330128643
NM_080863,12.938477330128643
NM_130463,12.938477330128643
NM_138335,12.938477330128643
NM_138632,12.938477330128643
NM_139067,12.938477330128643
NM_139156,12.938477330128643
NM_145001,12.938477330128643
NM_152228,12.938477330128643
NM_152914,12.938477330128643
NM_153693,12.938477330128643
NM_153708,12.938477330128643
NM_172206,12.938477330128643
NM_173561,12.938477330128643
NM_173827,12.938477330128643
NM_175614,12.938477330128643
NM_175709,12.938477330128643
NM_178863,12.938477330128643
NM_181882,12.938477330128643
NM_182925,12.938477330128643
NM_198833,12.938477330128643
NM_199179,12.938477330128643
NM_199180,12.938477330128643
NM_201533,12.938477330128643
NM_201599,12.938477330128643
NM_206873,12.938477330128643
NM_207374,12.938477330128643
XM_005260645,12.938477330128643
XM_005268502,12.938477330128643
XM_005268506,12.938477330128643
XM_005271392,12.938477330128643
XM_005271393,12.938477330128643
XM_011514561,12.938477330128643
XM_011523959,12.938477330128643
XM_011524346,12.938477330128643
XM_011528245,12.938477330128643
XM_011528247,12.938477330128643
XM_011531062,12.938477330128643
XM_017004060,12.938477330128643
XM_017017095,12.938477330128643
XM_017017096,12.938477330128643
XM_017017097,12.938477330128643
XM_017025216,12.938477330128643
XM_017026875,12.938477330128643
XM_024450768,12.938477330128643
XM_024450769,12.938477330128643
XM_047417664,12.938477330128643
XM_047421474,12.938477330128643
XM_047421844,12.938477330128643
XM_047425151,12.938477330128643
XM_047426254,12.938477330128643
XM_047434185,12.938477330128643
XM_047436134,12.938477330128643
XM_047438246,12.938477330128643
XM_047438938,12.938477330128643
XM_047439305,12.938477330128643
XM_047439307,12.938477330128643
XM_047441443,12.938477330128643
XM_047442432,12.938477330128643
XM_047442434,12.938477330128643
XM_047442971,12.938477330128643
NM_000016,0.0
NM_000020,0.0
NM_000023,0.0
NM_000026,0.0
NM_000027,0.0
NM_000028,0.0
NM_000031,0.0
NM_000039,0.0
NM_000040,0.0
NM_000054,0.0
NM_000057,0.0
NM_000062,0.0
NM_000063,0.0
NM_000076,0.0
NM_000090,0.0
NM_000092,0.0
NM_000093,0.0
NM_000096,0.0
NM_000098,0.0
NM_000100,0.0
NM_000110,0.0
NM_000111,0.0
NM_000113,0.0
NM_000118,0.0
NM_000119,0.0
NM_000132,0.0
NM_000134,0.0
NM_000135,0.0
NM_000136,0.0
NM_000144,0.0
NM_000145,0.0
NM_000151,0.0
NM_000153,0.0
NM_000157,0.0
NM_000162,0.0
NM_000173,0.0
NM_000175,0.0
NM_000183,0.0
NM_000193,0.0
NM_000194,0.0
NM_000201,0.0
NM_000207,0.0
NM_000212,0.0
NM_000215,0.0
NM_000216,0.0
NM_000217,0.0
NM_000219,0.0
NM_000222,0.0
NM_000223,0.0
NM_000228,0.0
NM_000236,0.0
NM_000238,0.0
NM_000240,0.0
NM_000248,0.0
NM_000252,0.0
NM_000255,0.0
NM_000270,0.0
NM_000271,0.0
NM_000272,0.0
NM_000274,0.0
NM_000275,0.0
NM_000278,0.0
NM_000284,0.0
NM_000287,0.0
NM_000292,0.0
NM_000294,0.0
NM_000296,0.0
NM_000299,0.0
NM_000308,0.0
NM_000310,0.0
NM_000320,0.0
NM_000322,0.0
NM_000326,0.0
NM_000336,0.0
NM_000348,0.0
NM_000351,0.0
NM_000358,0.0
NM_000361,0.0
NM_000367,0.0
NM_000370,0.0
NM_000392,0.0
NM_000399,0.0
NM_000403,0.0
NM_000406,0.0
NM_000408,0.0
NM_000415,0.0
NM_000422,0.0
NM_000424,0.0
NM_000426,0.0
NM_000428,0.0
NM_000429,0.0
NM_000435,0.0
NM_000436,0.0
NM_000438,0.0
NM_000440,0.0
NM_000441,0.0
NM_000453,0.0
NM_000459,0.0
NM_000460,0.0
NM_000465,0.0
NM_000476,0.0
NM_000480,0.0
NM_000484,0.0
NM_000486,0.0
NM_000495,0.0
NM_000498,0.0
NM_000500,0.0
NM_000501,0.0
NM_000503,0.0
NM_000511,0.0
NM_000520,0.0
NM_000527,0.0
NM_000529,0.0
NM_000530,0.0
NM_000532,0.0
NM_000535,0.0
NM_000539,0.0
NM_000540,0.0
NM_000542,0.0
NM_000547,0.0
NM_000557,0.0
NM_000560,0.0
NM_000562,0.0
NM_000567,0.0
NM_000569,0.0
NM_000570,0.0
NM_000575,0.0
NM_000577,0.0
NM_000578,0.0
NM_000584,0.0
NM_000603,0.0
NM_000609,0.0
NM_000611,0.0
NM_000612,0.0
NM_000614,0.0
NM_000620,0.0
NM_000625,0.0
NM_000641,0.0
NM_000642,0.0
NM_000657,0.0
NM_000661,0.0
NM_000663,0.0
NM_000671,0.0
NM_000677,0.0
NM_000685,0.0
NM_000686,0.0
NM_000689,0.0
NM_000694,0.0
NM_000696,0.0
NM_000702,0.0
NM_000707,0.0
NM_000713,0.0
NM_000725,0.0
NM_000727,0.0
NM_000732,0.0
NM_000746,0.0
NM_000761,0.0
NM_000769,0.0
NM_000770,0.0
NM_000777,0.0
NM_000779,0.0
NM_000788,0.0
NM_000793,0.0
NM_000794,0.0
NM_000798,0.0
NM_000817,0.0
NM_000819,0.0
NM_000839,0.0
NM_000841,0.0
NM_000844,0.0
NM_000849,0.0
NM_000859,0.0
NM_000860,0.0
NM_000861,0.0
NM_000863,0.0
NM_000871,0.0
NM_000876,0.0
NM_000877,0.0
NM_000880,0.0
NM_000882,0.0
NM_000883,0.0
NM_000885,0.0
NM_000893,0.0
NM_000896,0.0
NM_000899,0.0
NM_000902,0.0
NM_000905,0.0
NM_000910,0.0
NM_000916,0.0
NM_000918,0.0
NM_000924,0.0
NM_000925,0.0
NM_000929,0.0
NM_000930,0.0
NM_000932,0.0
NM_000934,0.0
NM_000935,0.0
NM_000939,0.0
NM_000940,0.0
NM_000942,0.0
NM_000943,0.0
NM_000952,0.0
NM_000962,0.0
NM_000964,0.0
NM_000967,0.0
NM_000993,0.0
NM_001001132,0.0
NM_001001330,0.0
NM_001001344,0.0
NM_001001389,0.0
NM_001001390,0.0
NM_001001391,0.0
NM_001001413,0.0
NM_001001415,0.0
NM_001001479,0.0
NM_001001523,0.0
NM_001001547,0.0
NM_001001549,0.0
NM_001001550,0.0
NM_001001555,0.0
NM_001001556,0.0
NM_001001557,0.0
NM_001001560,0.0
NM_001001653,0.0
NM_001001661,0.0
NM_001001665,0.0
NM_001001715,0.0
NM_001001790,0.0
NM_001001851,0.0
NM_001001852,0.0
NM_001001874,0.0
NM_001001894,0.0
NM_001001924,0.0
NM_001001925,0.0
NM_001001937,0.0
NM_001001973,0.0
NM_001002006,0.0
NM_001002017,0.0
NM_001002018,0.0
NM_001002026,0.0
NM_001002258,0.0
NM_001002259,0.0
NM_001002262,0.0
NM_001002269,0.0
NM_001002296,0.0
NM_001002759,0.0
NM_001002762,0.0
NM_001002800,0.0
NM_001002844,0.0
NM_001002876,0.0
NM_001002901,0.0
NM_001002926,0.0
NM_001003406,0.0
NM_001003676,0.0
NM_001003692,0.0
NM_001003786,0.0
NM_001003787,0.0
NM_001003788,0.0
NM_001003790,0.0
NM_001003791,0.0
NM_001003795,0.0
NM_001003799,0.0
NM_001003809,0.0
NM_001003810,0.0
NM_001003818,0.0
NM_001003828,0.0
NM_001003841,0.0
NM_001003845,0.0
NM_001003897,0.0
NM_001003937,0.0
NM_001003940,0.0
NM_001003941,0.0
NM_001003942,0.0
NM_001003943,0.0
NM_001003945,0.0
NM_001004125,0.0
NM_001004196,0.0
NM_001004297,0.0
NM_001004317,0.0
NM_001004325,0.0
NM_001004328,0.0
NM_001004339,0.0
NM_001004351,0.0
NM_001004354,0.0
NM_001004360,0.0
NM_001004419,0.0
NM_001004434,0.0
NM_001004720,0.0
NM_001005,0.0
NM_001005336,0.0
NM_001005354,0.0
NM_001005360,0.0
NM_001005361,0.0
NM_001005362,0.0
NM_001005368,0.0
NM_001005373,0.0
NM_001005374,0.0
NM_001005405,0.0
NM_001005463,0.0
NM_001005738,0.0
NM_001005741,0.0
NM_001005743,0.0
NM_001005744,0.0
NM_001005745,0.0
NM_001005752,0.0
NM_001005753,0.0
NM_001005849,0.0
NM_001005851,0.0
NM_001005862,0.0
NM_001005915,0.0
NM_001006115,0.0
NM_001006605,0.0
NM_001006610,0.0
NM_001006617,0.0
NM_001006618,0.0
NM_001006619,0.0
NM_001006620,0.0
NM_001006621,0.0
NM_001006638,0.0
NM_001006639,0.0
NM_001006640,0.0
NM_001006642,0.0
NM_001006932,0.0
NM_001006943,0.0
NM_001006946,0.0
NM_001007033,0.0
NM_001007098,0.0
NM_001007099,0.0
NM_001007100,0.0
NM_001007122,0.0
NM_001007156,0.0
NM_001007169,0.0
NM_001007188,0.0
NM_001007226,0.0
NM_001007228,0.0
NM_001007229,0.0
NM_001007230,0.0
NM_001007231,0.0
NM_001007234,0.0
NM_001007239,0.0
NM_001007250,0.0
NM_001007269,0.0
NM_001007270,0.0
NM_001007464,0.0
NM_001007468,0.0
NM_001007523,0.0
NM_001007524,0.0
NM_001007525,0.0
NM_001007531,0.0
NM_001008211,0.0
NM_001008212,0.0
NM_001008213,0.0
NM_001008216,0.0
NM_001008228,0.0
NM_001008229,0.0
NM_001008272,0.0
NM_001008273,0.0
NM_001008391,0.0
NM_001008393,0.0
NM_001008394,0.0
NM_001008396,0.0
NM_001008410,0.0
NM_001008566,0.0
NM_001008657,0.0
NM_001008701,0.0
NM_001008712,0.0
NM_001008744,0.0
NM_001008749,0.0
NM_001009186,0.0
NM_001009570,0.0
NM_001009614,0.0
NM_001009616,0.0
NM_001009814,0.0
NM_001009905,0.0
NM_001009909,0.0
NM_001009931,0.0
NM_001009944,0.0
NM_001009958,0.0
NM_001009959,0.0
NM_001009960,0.0
NM_001009992,0.0
NM_001010844,0.0
NM_001010847,0.0
NM_001010848,0.0
NM_001010857,0.0
NM_001010858,0.0
NM_001010861,0.0
NM_001010862,0.0
NM_001010866,0.0
NM_001010867,0.0
NM_001010875,0.0
NM_001010903,0.0
NM_001010909,0.0
NM_001010922,0.0
NM_001010927,0.0
NM_001010982,0.0
NM_001011544,0.0
NM_001011552,0.0
NM_001011554,0.0
NM_001011657,0.0
NM_001011663,0.0
NM_001011667,0.0
NM_001011668,0.0
NM_001011669,0.0
NM_001011670,0.0
NM_001011671,0.0
NM_001011708,0.0
NM_001011885,0.0
NM_001012241,0.0
NM_001012270,0.0
NM_001012271,0.0
NM_001012300,0.0
NM_001012329,0.0
NM_001012338,0.0
NM_001012398,0.0
NM_001012414,0.0
NM_001012418,0.0
NM_001012428,0.0
NM_001012455,0.0
NM_001012478,0.0
NM_001012502,0.0
NM_001012505,0.0
NM_001012508,0.0
NM_001012642,0.0
NM_001012729,0.0
NM_001012753,0.0
NM_001012756,0.0
NM_001012758,0.0
NM_001012761,0.0
NM_001012763,0.0
NM_001012964,0.0
NM_001012965,0.0
NM_001012968,0.0
NM_001012973,0.0
NM_001012980,0.0
NM_001012981,0.0
NM_001012991,0.0
NM_001013253,0.0
NM_001013254,0.0
NM_001013436,0.0
NM_001013437,0.0
NM_001013628,0.0
NM_001013635,0.0
NM_001013660,0.0
NM_001013693,0.0
NM_001013703,0.0
NM_001013742,0.0
NM_001013848,0.0
NM_001014283,0.0
NM_001014431,0.0
NM_001014432,0.0
NM_001014443,0.0
NM_001014445,0.0
NM_001014794,0.0
NM_001014795,0.0
NM_001014796,0.0
NM_001014834,0.0
NM_001014835,0.0
NM_001014839,0.0
NM_001014841,0.0
NM_001015048,0.0
NM_001015049,0.0
NM_001015051,0.0
NM_001015508,0.0
NM_001015887,0.0
NM_001017368,0.0
NM_001017388,0.0
NM_001017392,0.0
NM_001017395,0.0
NM_001017402,0.0
NM_001017437,0.0
NM_001017440,0.0
NM_001017523,0.0
NM_001017919,0.0
NM_001017922,0.0
NM_001017923,0.0
NM_001017926,0.0
NM_001017930,0.0
NM_001017961,0.0
NM_001017963,0.0
NM_001017970,0.0
NM_001017977,0.0
NM_001017992,0.0
NM_001017995,0.0
NM_001018003,0.0
NM_001018036,0.0
NM_001018044,0.0
NM_001018058,0.0
NM_001018072,0.0
NM_001018091,0.0
NM_001018109,0.0
NM_001018112,0.0
NM_001018837,0.0
NM_001019,0.0
NM_001023560,0.0
NM_001023567,0.0
NM_001023587,0.0
NM_001024074,0.0
NM_001024216,0.0
NM_001024218,0.0
NM_001024372,0.0
NM_001024381,0.0
NM_001024401,0.0
NM_001024596,0.0
NM_001024628,0.0
NM_001024629,0.0
NM_001024630,0.0
NM_001024688,0.0
NM_001024809,0.0
NM_001024921,0.0
NM_001024934,0.0
NM_001024935,0.0
NM_001024936,0.0
NM_001024947,0.0
NM_001024959,0.0
NM_001024960,0.0
NM_001025,0.0
NM_001025107,0.0
NM_001025158,0.0
NM_001025159,0.0
NM_001025205,0.0
NM_001025231,0.0
NM_001025234,0.0
NM_001025236,0.0
NM_001025237,0.0
NM_001025238,0.0
NM_001025239,0.0
NM_001025242,0.0
NM_001025243,0.0
NM_001025300,0.0
NM_001025389,0.0
NM_001025390,0.0
NM_001025579,0.0
NM_001025580,0.0
NM_001026213,0.0
NM_001029860,0.0
NM_001029882,0.0
NM_001029955,0.0
NM_001030006,0.0
NM_001030009,0.0
NM_001030010,0.0
NM_001030273,0.0
NM_001031680,0.0
NM_001031683,0.0
NM_001031690,0.0
NM_001031700,0.0
NM_001031702,0.0
NM_001031703,0.0
NM_001031705,0.0
NM_001031709,0.0
NM_001031716,0.0
NM_001031721,0.0
NM_001031726,0.0
NM_001031733,0.0
NM_001031741,0.0
NM_001031749,0.0
NM_001031800,0.0
NM_001031801,0.0
NM_001031804,0.0
NM_001031812,0.0
NM_001031836,0.0
NM_001031848,0.0
NM_001031853,0.0
NM_001031855,0.0
NM_001032221,0.0
NM_001032280,0.0
NM_001032295,0.0
NM_001032394,0.0
NM_001032395,0.0
NM_001032731,0.0
NM_001033,0.0
NM_001033002,0.0
NM_001033026,0.0
NM_001033081,0.0
NM_001033082,0.0
NM_001033083,0.0
NM_001033088,0.0
NM_001033504,0.0
NM_001033520,0.0
NM_001033559,0.0
NM_001033560,0.0
NM_001033561,0.0
NM_001033575,0.0
NM_001033667,0.0
NM_001033714,0.0
NM_001033855,0.0
NM_001033857,0.0
NM_001033858,0.0
NM_001033930,0.0
NM_001034914,0.0
NM_001034915,0.0
NM_001035223,0.0
NM_001035230,0.0
NM_001035256,0.0
NM_001035505,0.0
NM_001035511,0.0
NM_001035512,0.0
NM_001035513,0.0
NM_001035534,0.0
NM_001037,0.0
NM_001037131,0.0
NM_001037144,0.0
NM_001037164,0.0
NM_001037283,0.0
NM_001037317,0.0
NM_001037339,0.0
NM_001037340,0.0
NM_001037341,0.0
NM_001037497,0.0
NM_001037501,0.0
NM_001037582,0.0
NM_001037671,0.0
NM_001037808,0.0
NM_001037811,0.0
NM_001037866,0.0
NM_001037872,0.0
NM_001038618,0.0
NM_001038628,0.0
NM_001038702,0.0
NM_001038704,0.0
NM_001038707,0.0
NM_001039,0.0
NM_001039091,0.0
NM_001039199,0.0
NM_001039355,0.0
NM_001039362,0.0
NM_001039372,0.0
NM_001039395,0.0
NM_001039396,0.0
NM_001039467,0.0
NM_001039469,0.0
NM_001039477,0.0
NM_001039479,0.0
NM_001039550,0.0
NM_001039573,0.0
NM_001039577,0.0
NM_001039614,0.0
NM_001039615,0.0
NM_001039619,0.0
NM_001039649,0.0
NM_001039650,0.0
NM_001039667,0.0
NM_001039671,0.0
NM_001039672,0.0
NM_001039690,0.0
NM_001039697,0.0
NM_001039711,0.0
NM_001039712,0.0
NM_001039717,0.0
NM_001039763,0.0
NM_001039771,0.0
NM_001039845,0.0
NM_001039886,0.0
NM_001039937,0.0
NM_001040002,0.0
NM_001040033,0.0
NM_001040057,0.0
NM_001040100,0.0
NM_001040113,0.0
NM_001040114,0.0
NM_001040125,0.0
NM_001040126,0.0
NM_001040146,0.0
NM_001040147,0.0
NM_001040153,0.0
NM_001040177,0.0
NM_001040181,0.0
NM_001040182,0.0
NM_001040183,0.0
NM_001040192,0.0
NM_001040200,0.0
NM_001040273,0.0
NM_001040402,0.0
NM_001040424,0.0
NM_001040429,0.0
NM_001040432,0.0
NM_001040445,0.0
NM_001040446,0.0
NM_001040451,0.0
NM_001040452,0.0
NM_001040454,0.0
NM_001040455,0.0
NM_001040462,0.0
NM_001040633,0.0
NM_001040649,0.0
NM_001040651,0.0
NM_001040653,0.0
NM_001040661,0.0
NM_001040664,0.0
NM_001040697,0.0
NM_001040708,0.0
NM_001042368,0.0
NM_001042383,0.0
NM_001042385,0.0
NM_001042386,0.0
NM_001042400,0.0
NM_001042414,0.0
NM_001042425,0.0
NM_001042426,0.0
NM_001042437,0.0
NM_001042453,0.0
NM_001042459,0.0
NM_001042473,0.0
NM_001042476,0.0
NM_001042479,0.0
NM_001042480,0.0
NM_001042486,0.0
NM_001042494,0.0
NM_001042495,0.0
NM_001042496,0.0
NM_001042497,0.0
NM_001042536,0.0
NM_001042540,0.0
NM_001042548,0.0
NM_001042583,0.0
NM_001042584,0.0
NM_001042585,0.0
NM_001042587,0.0
NM_001042610,0.0
NM_001042635,0.0
NM_001042678,0.0
NM_001042683,0.0
NM_001042692,0.0
NM_001042723,0.0
NM_001042762,0.0
NM_001043,0.0
NM_001043229,0.0
NM_001044,0.0
NM_001044369,0.0
NM_001044370,0.0
NM_001045556,0.0
NM_001045557,0.0
NM_001047434,0.0
NM_001048166,0.0
NM_001048218,0.0
NM_001048249,0.0
NM_001050,0.0
NM_001053,0.0
NM_001056,0.0
NM_001066,0.0
NM_001068,0.0
NM_001069,0.0
NM_001071,0.0
NM_001071775,0.0
NM_001076781,0.0
NM_001076785,0.0
NM_001077181,0.0
NM_001077188,0.0
NM_001077195,0.0
NM_001077203,0.0
NM_001077261,0.0
NM_001077269,0.0
NM_001077399,0.0
NM_001077401,0.0
NM_001077426,0.0
NM_001077491,0.0
NM_001077492,0.0
NM_001077516,0.0
NM_001077525,0.0
NM_001077526,0.0
NM_001078171,0.0
NM_001079521,0.0
NM_001079522,0.0
NM_001079524,0.0
NM_001079525,0.0
NM_001079536,0.0
NM_001079539,0.0
NM_001079668,0.0
NM_001079691,0.0
NM_001079692,0.0
NM_001079810,0.0
NM_001079823,0.0
NM_001079839,0.0
NM_001079840,0.0
NM_001079841,0.0
NM_001079842,0.0
NM_001079846,0.0
NM_001079874,0.0
NM_001079906,0.0
NM_001079907,0.0
NM_001080209,0.0
NM_001080378,0.0
NM_001080379,0.0
NM_001080391,0.0
NM_001080399,0.0
NM_001080401,0.0
NM_001080416,0.0
NM_001080418,0.0
NM_001080419,0.0
NM_001080423,0.0
NM_001080436,0.0
NM_001080457,0.0
NM_001080467,0.0
NM_001080472,0.0
NM_001080501,0.0
NM_001080504,0.0
NM_001080508,0.0
NM_001080513,0.0
NM_001080515,0.0
NM_001080527,0.0
NM_001080529,0.0
NM_001080534,0.0
NM_001080545,0.0
NM_001080556,0.0
NM_001080790,0.0
NM_001080850,0.0
NM_001080956,0.0
NM_001080997,0.0
NM_001081,0.0
